country;model_name;horizon;feature;importance
FR;ILI;1;lag_temp_max_1;0,14040488
FR;ILI;1;lag_value_3;0,1128095
FR;ILI;1;lag_value_4;0,05632792
FR;ILI;1;lag_temp_max_4;0,018256146
FR;ILI;1;month_sin;0,03668127
FR;ILI;1;week_cos;0,0695738
FR;ILI;2;temperature_2m_max;0,112282455
FR;ILI;2;covid;0,073367834
FR;ILI;2;year;0,08902231
FR;ILI;2;lag_value_1;0,29295817
FR;ILI;2;lag_temp_max_1;0,14787361
FR;ILI;2;lag_value_3;0,071478285
FR;ILI;2;lag_value_4;0,08412675
FR;ILI;2;lag_temp_max_4;0,05255808
FR;ILI;2;month_sin;0,01703237
FR;ILI;2;week_cos;0,05930009
FR;ILI;3;temperature_2m_max;0,16352737
FR;ILI;3;covid;0,14790316
FR;ILI;3;year;0,092597194
FR;ILI;3;lag_value_1;0,20279175
FR;ILI;3;lag_temp_max_1;0,09261424
FR;ILI;3;lag_value_3;0,079908796
FR;ILI;3;lag_value_4;0,088465095
FR;ILI;3;lag_temp_max_4;0,041710827
FR;ILI;3;month_sin;0,022726879
FR;ILI;3;week_cos;0,06775464
FR;ILI;4;temperature_2m_max;0,14966424
FR;ILI;4;covid;0,18842456
FR;ILI;4;year;0,10718025
FR;ILI;4;lag_value_1;0,12967092
FR;ILI;4;lag_temp_max_1;0,06857426
FR;ILI;4;lag_value_3;0,07347763
FR;ILI;4;lag_value_4;0,09921546
FR;ILI;4;lag_temp_max_4;0,02812496
FR;ILI;4;month_sin;0,023571525
FR;ILI;4;week_cos;0,13209619
GR;ILI;1;temperature_2m_min;0,020569976
GR;ILI;1;covid;0,008387719
GR;ILI;1;year;0,019337274
GR;ILI;1;lag_value_1;0,7072168
GR;ILI;1;lag_temp_max_1;0,026033023
GR;ILI;1;lag_temp_min_1;0,020075561
GR;ILI;1;lag_value_2;0,049001217
GR;ILI;1;month_sin;0,030807571
GR;ILI;1;month_cos;0,02061928
GR;ILI;1;week_sin;0,044011865
GR;ILI;1;week_cos;0,05393975
GR;ILI;2;temperature_2m_min;0,040291127
GR;ILI;2;covid;0,024543282
GR;ILI;2;year;0,043739144
GR;ILI;2;lag_value_1;0,51465845
GR;ILI;2;lag_temp_max_1;0,029224902
GR;ILI;2;lag_temp_min_1;0,033131223
GR;ILI;2;lag_value_2;0,02728575
GR;ILI;2;month_sin;0,035273068
GR;ILI;2;month_cos;0,064715765
GR;ILI;2;week_sin;0,061173867
GR;ILI;2;week_cos;0,12596342
GR;ILI;3;temperature_2m_min;0,046148524
GR;ILI;3;covid;0,03168835
GR;ILI;3;year;0,04342122
GR;ILI;3;lag_value_1;0,33998054
GR;ILI;3;lag_temp_max_1;0,02319166
GR;ILI;3;lag_temp_min_1;0,0249652
GR;ILI;3;lag_value_2;0,030827766
GR;ILI;3;month_sin;0,04136852
GR;ILI;3;month_cos;0,28703827
GR;ILI;3;week_sin;0,05811909
GR;ILI;3;week_cos;0,073250905
GR;ILI;4;temperature_2m_min;0,04496983
GR;ILI;4;covid;0,070151545
GR;ILI;4;year;0,042217858
GR;ILI;4;lag_value_1;0,28363374
GR;ILI;4;lag_temp_max_1;0,037226856
GR;ILI;4;lag_temp_min_1;0,04134673
GR;ILI;4;lag_value_2;0,024805654
GR;ILI;4;month_sin;0,041850768
GR;ILI;4;month_cos;0,2192289
GR;ILI;4;week_sin;0,10214301
GR;ILI;4;week_cos;0,09242507
HR;ILI;1;covid;0,00989788
HR;ILI;1;lag_value_1;0,5933637
HR;ILI;1;lag_temp_max_1;0,008391391
HR;ILI;1;lag_temp_max_2;0,022941004
